scene,variant,drift_L2_mean,drift_L2_median,drift_L2_p95,drift_deg_mean,drift_deg_median,drift_deg_p95,frac_material_drift_gt1,frac_normal_drift_gt1deg,frac_normal_drift_gt5deg,frac_normal_drift_gt15deg
seq_1_frame_438,HO_128,1.245341181755066,1.103764295578003,2.716294765472413,22.47312355041504,18.63282012939453,58.42921199798593,0.5496,0.9414444444444444,0.8858777777777778,0.6126444444444444
seq_1_frame_438,HO_8,1.2388793230056763,1.08603835105896,2.751000571250916,22.816293716430664,18.728174209594727,60.59730720520021,0.5399666666666667,0.9412666666666667,0.8838,0.6134111111111111
seq_1_frame_438,UB_144,1.2354892492294312,1.1051015853881836,2.6690050244331367,21.794837951660156,18.260116577148438,54.96613349914552,0.5511222222222222,0.9436555555555556,0.8859,0.6027111111111111
seq_1_frame_438,UB_9,1.1643835306167603,1.0050417184829712,2.639968991279602,21.925321578979492,18.035377502441406,57.19239406585695,0.5021222222222222,0.9435111111111111,0.8831333333333333,0.5937444444444444
seq_2_frame_105,HO_128,1.4377281665802002,1.3771121501922607,3.059811544418335,26.263103485107422,20.02769660949707,76.68714981079103,0.6481333333333333,0.8958444444444444,0.8420444444444445,0.6245888888888889
seq_2_frame_105,HO_8,1.4630396366119385,1.4272325038909912,3.067028403282166,26.917566299438477,20.469921112060547,78.09050636291506,0.6670444444444444,0.8953555555555556,0.8409222222222222,0.6299555555555556
seq_2_frame_105,UB_144,1.4018566608428955,1.3422224521636963,3.0022866725921635,25.116844177246094,19.218856811523438,74.43614463806152,0.6323888888888889,0.8897444444444444,0.8359888888888889,0.6089444444444444
seq_2_frame_105,UB_9,1.3905361890792847,1.3443942070007324,2.962386465072632,25.893688201904297,19.6563777923584,76.36015586853027,0.6353555555555556,0.8889777777777778,0.8342,0.6155555555555555
